index,middle
405,760
404,759
403,759
403,760
405,759
405,759
403,759
404,759
405,759
404,758
404,758
405,758
407,758
407,756
405,754
401,745
399,739
395,734
395,729
392,725
389,721
388,718
386,713
383,707
380,700
376,694
370,689
366,682
509,678
355,675
351,673
349,673
348,673
349,673
348,673
349,673
348,673
350,673
349,673
350,673
352,674
352,674
352,675
354,675
358,676
360,676
360,676
359,677
358,677
358,677
358,678
363,678
373,676
378,678
379,680
380,682
380,681
380,683
380,684
380,684
379,686
377,685
377,688
374,688
375,688
374,688
375,689
373,688
372,689
373,689
373,689
373,689
372,689
373,688
375,687
376,686
379,687
381,687
382,688
384,687
384,687
385,688
385,688
385,688
385,688
386,688
387,689
385,690
386,691
387,692
387,693
388,693
387,693
387,692
387,692
385,695
385,698
388,705
396,725
404,728
404,736
410,743
415,755
416,761
419,764
420,766
420,767
421,768
419,768
421,769
420,767
418,766
415,764
413,762
412,761
410,760
408,759
410,759
409,759
408,758
408,758
409,757
409,758
410,756
409,756
408,758
408,757
407,756
408,755
408,756
407,755
407,755
408,755
406,754
406,754
405,755
407,754
405,754
406,751
405,754
405,754
403,752
405,753
405,751
405,752
406,753
405,752
405,752
405,752
404,753
405,752
405,752
404,751
404,751
405,751
403,752
