index,middle
539,801
538,803
539,803
537,803
539,802
539,803
539,803
538,802
538,802
539,802
538,802
539,801
536,801
532,795
503,776
481,754
452,732
424,710
401,688
374,665
358,647
339,630
329,622
321,615
314,610
308,608
306,607
306,608
305,607
306,607
304,607
306,606
305,606
307,606
307,606
310,606
310,607
310,606
310,607
312,607
313,607
312,607
311,606
313,607
312,606
313,607
314,607
313,607
313,608
314,607
313,608
315,608
316,608
316,608
316,608
317,609
317,608
317,608
318,608
318,608
318,608
318,608
318,608
319,609
319,608
319,609
320,609
320,608
321,609
322,609
321,609
322,609
322,610
321,609
322,610
322,610
322,610
323,610
325,610
329,612
339,619
367,664
400,709
436,745
476,772
508,788
532,799
547,806
551,813
556,816
558,816
565,817
564,817
564,816
558,816
556,816
556,815
556,816
555,814
551,812
554,812
552,812
549,811
549,810
549,811
551,809
550,810
549,810
547,809
548,809
547,809
545,808
547,809
546,809
545,809
545,808
545,808
543,808
545,807
544,807
543,807
544,806
544,807
541,807
542,806
544,806
543,806
542,805
543,806
542,806
541,806
541,805
542,805
539,805
541,805
541,805
542,804
540,805
541,804
540,802
538,805
540,804
539,804
539,805
538,804
541,804
539,804
539,804
540,803
538,804
539,803
538,803
537,804
539,803
540,804
537,804
