index,middle
535,804
536,804
535,805
535,805
533,805
535,806
533,804
533,805
534,805
534,805
532,803
527,797
499,777
462,746
428,707
395,672
363,645
339,629
324,619
315,614
308,611
304,608
301,606
299,605
298,604
300,604
299,604
299,603
299,604
300,604
300,603
301,604
301,603
300,604
301,604
302,604
303,604
303,604
303,604
304,605
302,604
304,605
304,604
304,604
305,605
304,605
305,605
305,605
305,605
304,605
304,605
306,604
306,604
306,605
306,605
306,605
307,605
308,607
310,606
324,617
348,652
399,711
454,759
496,784
521,798
539,804
552,811
556,817
559,818
561,818
565,818
558,817
557,816
560,815
560,814
555,813
556,813
555,814
554,813
551,812
551,811
550,812
548,810
548,810
547,810
548,809
546,810
548,809
545,810
546,809
545,808
544,809
545,809
544,808
543,808
544,808
544,808
542,807
542,808
541,807
543,807
541,807
542,807
541,807
541,807
541,806
542,806
541,807
541,806
539,805
540,806
540,806
540,805
540,806
538,806
539,805
538,806
537,805
539,805
539,804
538,805
537,805
539,806
537,805
538,805
538,806
535,805
536,806
537,804
537,804
536,805
538,805
537,805
536,804
536,804
537,805
535,803
537,805
536,805
535,805
535,803
535,803
537,803
536,804
536,804
534,805
534,803
535,804
536,803
536,803
535,804
536,804
535,803
535,803
534,804
534,802
