index,middle
366,811
364,811
365,809
366,810
365,810
366,811
366,810
366,808
366,809
365,810
366,810
366,810
367,809
367,810
369,810
367,809
367,809
368,809
368,808
368,809
369,809
369,808
371,807
374,797
386,775
403,755
405,734
409,713
404,682
396,654
379,640
362,630
352,626
348,622
346,621
345,620
343,619
343,619
343,619
344,619
344,618
343,620
343,619
343,619
341,620
342,619
342,620
342,620
342,620
342,620
342,620
343,621
344,621
344,622
343,622
342,622
344,622
344,622
345,622
344,622
344,622
343,622
344,623
344,623
344,624
344,623
345,623
345,623
345,623
345,624
343,623
345,624
345,624
344,624
344,624
347,625
346,624
348,626
352,641
359,719
374,767
371,793
366,805
366,811
363,820
366,826
366,825
365,825
364,824
365,824
364,822
361,822
361,821
360,820
362,819
359,818
360,819
361,818
360,818
360,818
359,817
360,817
359,817
359,816
360,816
359,815
359,815
359,815
359,813
357,814
360,814
358,815
359,813
358,815
359,813
359,813
359,813
357,814
359,812
358,813
358,812
359,814
359,812
358,812
358,812
359,812
356,812
358,811
358,811
359,812
359,810
359,812
358,811
358,811
358,811
357,811
357,812
359,809
359,811
359,811
357,811
358,811
358,810
358,811
359,810
358,810
359,811
357,810
357,810
358,809
358,810
357,810
358,810
357,810
358,810
