index,middle
369,801
369,802
369,801
369,801
368,800
368,800
367,801
369,800
368,800
369,800
376,797
403,781
421,735
411,683
385,649
369,633
357,626
351,623
349,621
348,621
349,620
349,619
349,619
349,620
348,619
348,618
348,619
349,619
347,619
348,620
348,619
348,619
346,619
347,620
347,619
346,619
347,620
347,620
347,619
347,620
347,620
348,620
346,621
346,621
347,620
346,620
347,621
347,620
346,621
348,621
347,622
347,621
347,621
347,620
347,622
348,622
349,622
349,622
348,622
348,622
348,622
348,622
348,622
347,622
350,622
349,623
351,622
348,623
348,622
348,623
349,624
350,623
348,623
349,623
349,623
348,623
350,624
350,624
349,624
350,624
356,635
366,722
375,765
371,791
365,805
364,812
363,816
367,819
364,818
364,818
364,816
362,815
362,815
363,812
363,811
363,811
364,809
363,809
365,807
364,805
364,804
364,804
362,803
364,802
364,801
364,800
364,798
364,797
365,798
364,796
364,794
364,785
364,778
365,776
365,774
363,772
362,771
364,769
363,768
365,766
365,766
365,766
365,764
365,763
365,763
366,762
364,761
366,761
367,761
366,761
367,761
366,761
367,766
368,780
368,786
367,794
367,796
368,806
369,805
369,812
369,815
368,808
369,811
368,814
367,830
366,794
367,795
366,805
368,806
365,804
366,786
366,790
366,814
366,818
365,800
366,803
