index,middle
525,1022
523,715
524,713
523,714
523,713
524,713
522,712
522,714
522,715
522,718
522,720
522,722
522,723
522,724
521,725
521,724
521,730
521,737
521,744
521,743
519,742
522,734
519,723
519,722
519,721
519,720
519,721
519,719
519,719
518,720
526,721
525,720
527,720
528,722
524,723
520,723
520,723
520,723
520,720
519,712
518,706
520,700
517,695
516,692
513,693
496,706
472,722
454,733
444,732
428,732
421,725
422,718
421,715
423,719
416,717
417,706
417,703
418,703
418,703
419,703
421,702
420,703
422,1023
961,706
425,704
422,704
426,703
429,702
431,702
430,705
427,707
429,706
426,708
426,709
430,711
430,712
431,715
438,718
436,719
431,717
433,716
429,717
426,715
420,715
418,712
417,714
421,746
429,761
428,760
440,760
444,759
444,750
454,743
466,733
487,720
502,715
512,707
523,705
522,707
526,709
526,708
526,708
526,708
530,706
531,705
532,705
532,702
533,702
532,703
531,701
532,703
529,701
530,701
529,702
530,703
528,702
528,701
527,701
527,702
526,702
524,702
525,703
524,703
523,702
523,703
524,703
522,703
522,704
522,703
523,705
523,703
521,704
521,704
520,705
520,704
521,704
521,705
520,706
520,702
519,707
517,705
519,706
519,706
520,707
518,706
519,706
520,705
518,705
518,704
517,704
518,703
518,703
518,704
516,704
516,704
517,703
