index,middle
505,701
506,701
504,701
504,702
503,701
506,702
505,702
504,702
503,703
496,706
485,707
467,705
451,706
440,703
418,700
399,693
386,687
374,679
367,675
363,673
362,672
362,673
364,672
365,673
366,675
367,676
379,678
385,681
384,682
381,680
379,681
381,682
383,682
382,682
383,683
383,683
383,684
384,684
384,683
385,684
386,684
386,684
387,684
385,684
386,686
386,686
387,686
388,684
388,686
387,685
389,684
389,686
389,686
388,687
388,687
388,687
389,687
389,687
389,687
390,687
391,686
389,687
391,687
390,687
389,686
390,687
391,686
391,687
392,687
391,688
391,687
392,688
391,688
392,688
392,688
392,687
392,688
393,688
392,687
393,688
392,687
392,687
393,686
395,686
394,687
393,687
394,687
394,686
394,687
393,687
394,687
395,687
394,687
395,686
394,686
394,686
395,687
394,687
394,685
395,686
404,686
415,689
436,695
458,700
472,704
492,705
501,704
504,704
514,705
518,703
523,704
526,704
527,705
528,705
527,706
525,706
526,707
524,707
524,708
523,708
521,707
521,707
521,707
520,707
520,706
518,706
519,704
517,704
517,704
516,703
516,703
515,703
515,703
515,703
513,703
513,705
513,705
512,705
511,704
510,703
509,703
508,702
510,702
507,701
508,702
508,701
506,701
507,701
507,700
507,700
505,701
503,703
504,702
505,703
505,703
505,703
