index,middle
533,679
536,678
534,678
535,678
533,677
535,677
534,678
534,678
524,674
477,673
436,669
403,663
383,657
360,651
449,646
338,641
334,637
332,636
332,635
331,635
332,634
333,634
334,635
334,635
334,635
337,636
339,637
337,637
338,637
339,637
339,637
341,638
341,637
340,638
341,638
341,639
345,640
351,643
363,650
384,664
403,690
430,716
434,1023
435,723
431,719
427,716
424,714
422,713
422,713
421,711
420,707
417,698
419,690
421,687
421,685
420,683
418,684
418,683
417,683
416,683
418,687
428,698
430,700
435,709
437,719
438,719
430,715
426,707
427,700
436,699
437,697
434,695
430,697
431,697
422,696
407,692
395,690
394,688
393,688
393,688
395,688
396,689
400,690
398,689
404,689
425,699
456,719
475,745
484,738
497,730
508,720
519,711
528,710
534,713
539,717
542,718
538,715
538,711
539,707
538,703
536,701
535,698
535,694
533,692
534,691
533,692
534,693
533,695
530,698
533,698
533,698
530,698
530,697
529,698
529,697
526,697
529,697
528,696
526,696
528,694
526,696
525,694
525,693
526,693
526,694
525,694
524,694
525,694
524,695
523,695
522,695
525,694
523,696
523,695
523,695
523,696
524,696
523,696
523,696
523,696
522,696
524,697
522,697
522,698
522,697
522,697
523,698
521,698
522,697
520,697
520,698
521,697
522,697
519,697
521,697
522,698
