index,middle
513,704
513,703
513,705
513,705
513,705
512,704
513,705
511,706
503,709
479,710
447,708
427,703
419,699
408,693
398,686
394,681
384,676
381,678
380,677
381,677
382,678
382,677
383,679
385,681
384,681
386,681
388,681
391,680
390,681
392,681
393,682
392,682
392,681
392,682
392,682
394,683
394,682
393,683
394,682
394,683
395,682
395,682
395,682
395,683
395,682
397,682
395,682
397,682
397,683
398,681
400,681
400,682
401,682
401,681
402,681
402,681
401,680
402,682
402,681
402,681
401,681
402,681
402,681
402,681
403,680
403,682
403,681
402,681
403,681
402,682
400,683
401,685
400,688
410,693
410,693
408,693
408,693
406,693
406,689
405,687
409,689
410,688
409,689
410,685
409,689
426,692
451,697
460,698
478,697
488,696
495,696
505,697
513,703
513,703
516,703
514,703
516,701
518,700
517,701
518,701
519,703
517,703
517,706
516,705
515,705
515,704
514,703
513,703
513,704
511,704
510,705
511,705
510,705
510,704
510,704
508,704
508,703
508,704
508,703
508,704
508,702
507,704
507,706
506,706
505,706
505,705
505,704
505,705
503,704
503,704
501,703
503,704
501,703
501,702
500,703
500,703
499,703
500,703
499,702
499,703
499,701
500,702
499,702
499,702
499,701
499,702
500,702
500,702
498,702
500,703
500,702
499,702
500,702
498,700
498,702
498,703
