index,middle
557,805
557,807
561,806
560,806
559,805
560,806
557,808
561,810
562,803
563,803
556,804
557,804
544,793
534,782
525,772
516,763
502,751
486,742
477,735
447,727
414,719
388,712
351,686
335,666
318,655
311,640
307,638
308,631
303,625
306,627
309,627
309,631
307,627
310,629
309,633
313,631
315,634
319,635
314,634
317,639
323,634
320,635
320,638
321,639
320,637
320,636
323,636
319,635
320,636
320,635
320,635
320,637
319,639
321,639
320,639
318,643
322,644
325,646
321,643
328,647
324,648
330,645
330,648
330,649
330,650
329,650
330,650
331,651
331,652
331,652
329,655
332,654
336,657
334,656
335,657
332,656
333,654
336,657
335,658
331,655
334,657
336,659
335,658
336,658
338,663
345,670
358,689
402,705
437,727
463,749
479,757
495,770
507,778
511,783
522,786
530,793
539,797
548,799
548,805
559,811
562,812
562,813
572,812
571,813
571,813
569,809
571,813
570,815
569,814
567,813
566,811
567,813
570,807
570,809
570,810
567,807
568,807
572,809
567,807
574,808
569,806
569,807
568,807
567,808
567,806
568,806
566,809
564,805
562,806
563,805
563,808
563,806
564,804
563,806
564,804
563,805
563,804
560,803
562,805
562,804
563,804
562,803
563,805
561,806
561,805
560,805
562,804
558,805
558,804
560,806
562,805
560,805
559,804
559,804
557,804
