index,middle
542,789
541,789
542,789
542,789
542,789
542,788
541,789
541,789
542,789
542,789
541,789
540,788
539,788
538,786
530,784
524,782
514,774
493,762
472,749
454,739
438,731
417,722
407,718
385,706
367,691
354,682
346,681
338,673
331,665
326,657
322,649
320,640
318,634
318,631
318,631
318,631
317,631
317,632
319,632
319,632
321,632
324,631
329,633
333,639
334,640
337,645
335,644
334,629
332,623
333,631
335,640
336,634
338,633
338,633
346,636
353,638
354,639
354,638
354,639
355,639
354,639
352,638
352,639
352,641
354,644
355,644
354,644
353,645
353,647
351,648
352,648
350,648
349,648
352,651
355,650
357,651
357,651
356,651
356,646
351,645
350,644
348,648
347,651
346,652
346,656
349,648
357,649
364,650
384,665
410,683
435,699
459,728
474,749
492,758
505,775
522,784
533,788
543,795
544,798
555,801
556,799
560,809
562,810
564,815
559,817
563,811
559,814
564,816
559,819
559,816
560,819
560,816
554,812
557,815
552,809
552,815
556,818
557,811
552,809
557,817
560,815
562,812
560,811
560,817
562,814
566,812
566,810
563,812
564,815
569,815
571,815
573,817
573,818
569,813
570,816
568,816
565,813
568,815
568,815
564,811
566,814
566,812
569,814
568,815
562,815
563,814
561,811
567,809
560,814
564,813
563,814
560,810
566,814
562,815
565,814
566,809
564,816
559,813
