index,middle
1023,695
1023,693
403,694
402,694
401,694
401,693
401,693
401,693
400,694
433,695
402,695
401,695
401,695
401,694
400,695
402,695
401,697
402,697
403,697
400,697
402,697
402,697
404,697
403,697
404,697
402,697
402,697
402,696
403,696
402,696
402,696
402,696
402,696
402,697
402,697
403,697
403,697
403,698
402,700
403,697
404,697
404,698
404,698
407,698
407,698
407,700
409,698
410,699
424,701
429,1023
426,716
424,1023
423,709
423,708
423,713
422,710
423,719
423,722
424,730
424,731
422,735
420,741
420,730
427,738
942,733
449,732
1023,729
417,730
401,727
383,723
358,716
351,712
346,707
360,709
382,712
411,719
430,728
452,744
478,780
927,771
508,770
887,787
527,783
535,787
541,792
544,795
549,798
552,799
556,800
556,802
559,803
559,804
560,803
560,803
559,803
558,803
557,802
557,800
556,800
556,799
554,801
553,798
550,799
550,799
549,798
551,798
550,797
546,797
548,797
548,796
547,796
547,795
549,794
547,794
547,794
548,794
547,792
546,792
548,792
545,792
546,792
546,790
544,791
544,791
542,791
544,791
542,789
542,792
542,790
542,789
542,790
543,790
541,791
541,789
542,790
540,790
541,789
542,790
543,790
542,790
541,790
