index,middle
566,825
567,825
566,825
566,824
565,824
565,823
566,824
565,824
563,825
563,823
564,824
564,823
564,823
564,823
564,822
564,823
563,822
562,825
563,823
562,822
562,822
562,821
562,823
562,822
562,822
561,821
561,821
562,821
561,820
560,821
555,816
550,810
553,807
547,807
546,806
544,809
547,806
546,806
546,808
547,808
545,807
540,805
533,799
516,784
493,773
477,763
454,749
429,735
411,719
392,704
375,688
357,675
342,666
332,658
324,652
318,648
312,645
312,637
311,634
308,634
312,635
314,635
317,640
315,640
314,641
312,640
311,639
313,640
313,640
313,640
314,638
314,638
313,641
313,633
316,630
313,634
321,640
325,631
315,635
324,636
326,636
327,633
330,630
325,635
335,634
337,633
335,633
338,638
328,642
331,642
332,647
337,660
351,1023
372,686
393,706
417,726
444,746
470,757
492,765
508,771
512,779
522,786
528,793
533,800
541,805
545,809
549,813
556,817
562,820
571,823
579,824
578,826
577,824
574,823
573,822
571,822
569,821
567,820
566,819
566,818
566,819
565,818
563,818
563,818
563,819
561,817
562,817
561,817
560,816
561,817
560,815
561,816
558,815
561,815
561,814
559,814
558,815
559,814
560,814
560,814
559,814
559,814
559,815
557,813
558,814
559,813
558,813
557,812
557,813
558,812
558,813
557,813
558,812
557,813
557,812
557,813
