index,middle
504,748
506,748
505,748
504,748
505,749
506,748
505,747
504,748
503,748
505,747
498,743
487,737
466,728
449,721
442,718
442,713
434,708
1020,702
416,695
407,691
390,685
376,679
366,676
359,673
354,670
353,669
351,668
352,667
353,668
354,667
354,668
354,668
355,669
356,668
355,669
356,668
357,668
355,669
356,669
357,668
357,668
357,669
358,668
359,667
359,669
359,668
358,668
361,668
359,669
360,668
360,669
361,668
362,669
362,669
363,669
367,672
367,671
370,672
369,673
370,673
369,673
369,673
370,673
369,673
369,672
369,672
369,672
369,672
370,675
370,677
371,676
370,677
371,676
370,676
370,676
373,675
374,675
374,676
375,676
376,676
377,676
379,676
380,676
381,675
387,680
432,717
462,728
477,733
492,737
500,741
512,745
520,750
525,754
527,755
526,757
527,756
526,755
524,754
521,752
520,751
518,751
517,750
516,749
517,749
514,749
514,748
513,748
514,748
513,748
514,745
514,747
513,746
509,744
512,745
512,745
510,744
509,744
511,744
510,745
509,745
509,743
508,743
510,745
510,743
509,742
508,743
508,743
508,742
507,742
507,742
508,742
507,742
507,742
507,742
507,742
506,742
505,742
506,741
505,742
506,742
506,742
506,742
505,741
506,741
503,741
506,741
504,741
504,742
504,742
504,741
505,741
504,741
505,740
506,741
504,741
504,739
