index,middle
508,789
508,789
510,791
510,790
510,791
511,791
508,790
504,787
503,785
498,775
468,756
443,739
428,723
426,714
412,703
386,686
363,676
351,670
346,666
344,664
344,663
345,663
346,663
347,664
348,663
349,664
350,665
352,666
352,666
353,665
354,666
354,667
355,668
356,668
356,669
357,669
358,670
358,670
359,671
359,671
359,671
358,671
360,671
360,672
361,672
360,672
360,672
362,673
362,673
363,673
364,674
363,674
365,674
364,674
365,674
363,674
364,675
365,675
366,676
366,676
367,676
368,677
370,678
370,683
372,686
374,686
373,685
373,684
375,684
377,686
379,687
380,687
381,689
380,689
380,688
379,688
379,688
379,688
378,689
378,688
378,688
379,688
379,688
378,688
379,688
379,687
378,688
380,689
380,688
382,690
385,694
395,704
411,720
423,733
432,741
435,745
441,747
448,752
459,758
470,766
483,774
494,779
498,782
503,788
513,792
518,795
518,797
516,798
515,797
512,794
509,794
509,793
506,791
502,789
501,788
500,788
501,788
500,787
500,786
499,785
499,785
499,784
498,783
498,784
499,785
498,784
496,784
495,783
496,783
496,782
495,782
494,782
495,781
495,780
493,780
493,779
494,780
492,779
492,779
493,780
493,779
493,778
493,778
491,778
493,777
494,778
491,778
494,778
491,778
493,777
493,776
493,776
493,776
493,775
494,774
493,774
