index,middle
526,803
524,802
524,802
524,802
524,802
524,802
524,801
522,802
523,801
524,802
523,802
523,800
523,802
522,1023
523,802
523,800
523,801
524,800
524,796
524,797
525,797
522,799
524,801
522,802
521,800
521,801
523,801
521,795
522,799
520,798
518,798
516,795
513,794
511,792
506,787
497,782
469,763
427,726
394,697
376,684
364,676
357,672
355,668
355,665
357,665
356,665
356,665
357,665
356,666
354,667
357,668
357,669
358,670
358,670
359,671
359,673
361,673
361,673
361,675
360,676
360,676
360,677
362,678
361,680
361,683
363,684
363,684
363,685
367,689
372,698
374,699
374,698
374,697
373,697
375,698
373,697
374,697
375,697
375,697
373,697
375,697
374,697
375,697
375,697
375,696
410,725
455,762
472,776
481,781
487,783
498,791
506,796
516,800
523,801
525,804
526,806
526,806
525,806
525,805
525,805
524,803
521,802
521,801
520,801
517,800
518,800
517,800
516,798
516,797
515,797
513,796
513,796
514,794
514,793
509,792
512,791
509,790
508,789
507,789
504,790
507,789
504,788
505,788
503,790
505,789
504,788
505,790
504,789
504,789
502,786
501,787
500,785
498,785
499,784
497,783
496,784
496,782
496,782
496,782
496,783
496,782
497,782
496,782
495,782
494,782
496,782
496,782
497,783
496,782
495,783
497,783
499,784
500,783
502,785
506,787
507,789
