index,middle
396,684
395,684
395,684
395,683
395,684
394,683
394,684
395,684
395,684
395,684
395,683
396,684
394,684
395,684
395,684
394,684
394,683
395,683
394,684
395,684
395,684
395,683
394,683
395,684
395,683
394,684
394,684
395,684
395,684
395,684
395,684
394,685
396,684
396,683
396,684
396,684
395,684
396,684
396,684
396,685
394,685
396,684
395,685
396,684
396,684
395,684
396,684
396,684
395,684
395,684
396,685
395,684
396,684
396,685
395,684
396,684
396,684
395,684
396,685
396,685
396,684
395,684
396,685
396,685
396,684
396,684
395,685
396,685
395,686
395,684
396,684
395,684
395,685
396,684
396,685
395,684
396,684
394,684
396,685
395,685
397,685
396,685
397,684
396,685
396,684
396,685
395,685
397,684
397,685
396,685
397,685
396,685
396,685
397,685
396,684
396,685
396,685
397,685
397,685
396,685
396,685
396,684
396,685
397,685
395,685
396,684
396,685
396,685
396,684
396,685
396,685
396,684
396,685
396,685
397,685
395,684
397,685
395,685
396,685
394,685
397,684
396,685
395,684
396,685
396,685
396,685
395,685
396,685
397,686
396,685
397,685
395,685
396,685
396,685
396,685
396,685
396,685
395,685
395,685
396,685
396,685
396,685
396,686
396,685
396,685
395,685
397,685
397,685
397,685
396,685
396,685
397,685
396,685
396,685
396,685
397,685
396,685
396,684
396,685
396,685
396,685
