index,middle
415,700
414,700
414,699
415,699
414,700
414,700
413,700
414,699
415,700
413,699
414,699
414,700
414,700
414,699
414,699
414,700
415,699
414,699
414,700
412,700
414,699
414,700
415,700
415,699
413,699
413,699
414,700
413,699
413,699
413,700
414,699
414,700
414,699
414,700
415,700
414,699
413,699
414,700
415,699
414,699
414,700
414,700
415,701
416,701
417,702
417,704
419,706
418,708
417,709
418,711
419,714
424,718
428,723
432,728
432,730
433,730
432,732
432,732
431,731
432,730
431,729
432,728
431,727
430,728
431,727
430,728
429,728
430,727
429,727
429,728
428,728
430,728
429,727
428,727
430,727
428,727
428,727
428,726
429,726
428,726
429,726
427,726
426,725
427,726
427,726
427,725
428,725
428,725
427,725
428,725
427,725
428,724
427,725
426,725
427,725
428,725
426,725
427,725
427,725
426,725
427,725
427,725
426,725
427,724
426,724
427,725
425,724
426,724
427,724
426,725
427,724
426,723
427,725
426,725
427,723
426,724
426,724
426,723
426,724
427,723
425,724
425,722
425,724
427,724
426,724
425,724
426,723
425,724
425,723
426,723
425,724
426,724
425,724
425,723
426,724
426,723
425,723
425,723
425,724
426,723
425,724
426,723
426,723
426,723
426,724
426,723
425,723
425,722
425,723
425,723
425,723
425,723
425,723
425,722
424,723
426,723
