index,middle
364,809
359,809
356,808
356,809
359,808
367,808
366,808
358,808
359,808
367,808
358,808
367,807
372,806
370,804
370,803
369,801
361,797
365,781
355,752
348,723
349,688
351,665
357,649
361,641
360,638
365,636
366,635
367,634
364,633
361,634
360,633
363,633
369,633
351,633
368,633
359,633
363,634
361,634
356,634
364,634
361,634
367,634
358,634
362,634
368,634
376,635
367,634
370,635
372,635
377,635
374,635
366,635
371,635
368,636
384,636
375,637
388,637
376,637
385,637
376,637
387,637
387,637
381,637
391,637
373,637
375,637
391,637
385,638
387,638
385,644
379,654
387,659
396,660
383,663
383,665
383,668
385,671
380,674
381,676
379,677
385,677
383,677
379,677
380,678
388,678
379,679
387,679
382,680
380,681
382,682
388,684
371,688
383,690
377,691
383,692
376,694
375,696
371,698
372,699
386,702
372,704
383,707
384,716
377,725
386,735
385,745
383,755
388,765
385,772
395,779
390,786
380,794
386,801
382,805
387,810
389,815
383,816
389,817
383,817
383,817
369,817
377,816
374,816
366,816
375,816
373,816
375,816
369,815
372,815
357,815
364,814
363,813
362,813
367,814
358,813
368,813
359,812
368,812
360,812
360,812
353,811
363,812
357,813
361,811
357,811
354,811
357,811
360,810
352,810
357,809
360,810
357,810
361,810
355,810
360,809
355,809
