index,middle
397,681
397,680
398,680
398,680
397,680
398,680
398,681
397,681
397,680
397,680
398,680
398,680
398,680
398,680
398,681
398,681
399,681
401,682
403,684
404,687
403,687
404,687
403,688
404,689
404,689
405,689
404,689
405,689
404,688
403,689
403,687
402,688
403,688
403,687
401,686
402,686
402,687
401,687
402,687
402,686
401,687
401,685
401,687
401,687
401,687
400,687
400,686
401,688
400,687
401,687
401,686
400,687
400,685
401,687
400,687
401,686
400,686
400,686
400,686
400,686
401,685
399,686
401,686
401,687
400,686
400,686
400,686
399,687
399,687
400,687
401,687
399,686
401,686
400,687
400,686
400,686
402,686
400,687
401,686
402,686
401,686
402,687
402,686
402,687
402,687
403,687
403,687
403,687
402,686
402,687
402,687
403,687
402,686
402,687
403,686
402,686
402,687
402,687
402,686
403,687
402,686
402,686
402,687
402,686
401,687
402,687
402,687
402,686
402,687
403,686
402,686
403,686
403,687
402,687
402,687
402,687
401,687
403,687
402,687
401,687
403,686
403,687
404,685
403,686
402,687
402,687
402,687
402,685
402,686
402,686
402,686
402,687
402,686
403,687
403,687
402,687
402,686
402,686
402,686
402,686
402,686
402,686
402,686
402,686
403,686
402,686
401,687
402,686
403,686
402,686
402,686
402,686
402,686
402,686
402,686
403,686
