index,middle
394,677
394,676
394,677
392,677
394,676
395,676
393,677
394,676
394,677
394,677
394,676
394,676
394,677
394,677
395,676
393,677
394,676
394,676
394,676
392,676
394,677
393,677
394,676
394,677
393,677
393,677
394,676
393,675
393,676
394,676
392,676
393,677
394,677
393,676
393,675
393,676
393,676
392,677
392,675
392,676
392,676
393,676
392,676
393,676
392,676
393,676
392,676
392,675
392,676
392,676
392,676
392,676
393,676
392,676
392,675
392,676
392,676
393,676
392,675
392,675
392,676
392,676
392,676
392,677
391,675
392,676
392,676
392,676
393,675
393,677
393,676
393,676
393,676
392,676
393,677
393,676
392,676
392,675
392,676
392,677
393,676
393,675
393,676
393,676
392,676
393,676
393,676
393,676
392,676
392,676
393,676
393,675
393,675
393,676
392,676
393,676
393,676
392,676
392,676
392,675
392,676
393,676
393,676
392,676
392,676
392,676
392,675
392,676
391,676
393,676
393,676
394,676
394,677
393,678
387,680
385,681
385,681
385,682
386,681
386,680
387,681
388,680
387,680
389,679
390,679
392,680
393,680
394,679
394,679
394,676
389,679
385,680
385,680
386,679
386,679
385,681
379,681
376,683
378,682
379,682
379,681
379,681
381,681
389,680
393,680
392,679
395,679
395,680
394,679
394,680
395,681
395,680
395,681
394,679
392,681
391,680
