index,middle
422,696
421,696
421,696
421,695
421,694
421,695
421,695
422,695
421,695
422,694
422,694
420,695
420,695
421,695
421,695
421,695
422,695
421,695
422,695
422,695
421,696
421,695
421,695
421,695
420,694
421,694
421,695
419,694
421,695
420,695
422,695
422,693
421,694
420,694
420,694
421,694
420,694
421,695
421,695
419,694
419,695
420,694
420,694
419,691
419,695
422,694
421,694
421,693
422,694
419,695
423,694
420,694
420,694
421,694
420,694
421,694
421,694
420,693
421,694
421,694
420,694
421,694
422,693
420,695
421,694
419,694
421,695
421,694
421,694
421,694
420,695
421,695
421,694
422,695
421,695
421,695
422,695
422,696
423,696
421,695
421,695
422,695
422,696
423,694
421,694
422,695
423,695
422,695
423,695
421,695
420,696
422,695
422,694
419,695
422,695
421,695
421,695
421,695
422,695
421,695
421,695
421,695
421,695
421,695
422,695
420,695
420,694
422,693
423,695
421,695
421,695
422,695
420,695
421,695
421,695
421,695
422,694
420,694
421,693
421,695
421,694
419,695
420,695
420,694
421,695
420,694
419,695
421,695
421,695
421,694
421,695
422,695
421,695
421,695
421,695
420,694
421,695
421,695
421,694
420,695
418,695
420,694
420,695
420,695
422,695
421,695
421,695
421,695
422,694
420,695
421,695
421,695
421,695
420,695
420,694
