index,middle
419,692
419,693
418,693
420,693
418,693
418,693
419,692
419,694
418,693
418,693
417,693
419,692
419,693
417,693
419,693
419,693
417,693
421,693
418,693
419,693
419,693
418,693
419,692
418,693
419,693
418,693
418,693
420,693
419,694
418,693
418,693
419,694
418,693
419,693
418,693
419,694
418,693
419,693
419,692
418,693
418,693
417,692
419,690
419,693
418,693
419,693
419,692
418,693
418,693
418,691
418,693
417,693
419,694
418,693
418,693
418,694
418,693
418,693
417,693
418,693
419,693
418,692
418,693
419,693
418,692
418,692
419,694
417,692
418,693
418,694
419,692
418,693
418,693
419,693
419,693
419,693
418,693
418,693
419,693
419,692
417,693
419,693
418,693
417,693
418,693
419,692
418,694
419,693
417,692
419,693
418,693
419,693
416,693
418,693
417,692
418,692
418,693
418,692
417,695
417,693
418,692
418,693
419,693
417,692
418,693
418,692
418,693
418,693
416,693
418,693
418,693
418,693
418,693
418,693
418,693
417,693
419,692
418,693
417,693
417,693
419,693
418,693
418,693
416,693
418,693
417,693
417,693
419,693
419,693
419,693
418,692
418,693
419,693
417,693
418,692
418,692
419,693
419,693
420,693
420,693
419,693
417,692
417,693
419,693
418,693
417,692
417,693
419,692
418,692
419,692
419,692
417,692
418,692
418,692
417,693
419,692
