index,middle
545,659
545,659
543,659
545,659
546,660
545,658
544,659
546,659
543,659
543,659
543,663
537,674
534,690
506,701
471,699
451,691
420,673
393,658
369,647
351,639
338,635
330,632
331,629
330,628
331,628
330,628
332,627
333,626
333,626
331,626
333,627
334,626
335,625
336,626
338,626
337,626
335,626
335,626
336,626
336,626
335,626
338,626
338,626
338,625
339,625
341,626
341,625
342,626
341,623
342,625
341,626
342,625
344,625
343,625
342,624
344,626
344,625
343,625
343,625
343,626
343,625
344,626
343,626
345,626
345,626
344,626
344,625
345,626
345,626
345,625
347,625
345,625
346,625
346,626
346,625
346,625
346,625
347,626
346,626
348,626
349,626
352,627
364,635
407,673
459,722
500,741
530,747
547,734
554,703
556,682
564,676
568,677
568,676
569,677
568,676
564,675
563,673
562,672
563,671
560,671
559,671
557,670
558,671
557,671
557,670
553,670
555,669
553,669
553,669
554,669
552,668
553,668
551,669
552,668
552,668
552,668
553,668
551,668
551,668
552,667
552,668
551,668
551,667
550,667
551,668
549,667
549,667
548,667
548,667
547,667
548,666
545,666
545,667
547,667
547,666
546,666
545,667
545,666
545,666
547,666
542,667
544,663
545,667
544,666
544,666
543,665
544,665
542,666
543,666
543,666
544,666
542,665
543,666
543,665
545,666
542,665
