index,middle
554,661
550,659
552,659
549,659
551,660
551,660
550,660
551,660
550,660
550,661
551,662
547,675
514,709
479,710
455,704
436,693
418,680
404,667
392,657
379,650
354,642
337,633
332,630
338,627
340,627
337,626
337,626
342,625
343,626
338,627
338,626
338,626
340,627
340,627
342,628
340,626
339,627
338,626
338,625
338,626
339,627
340,627
341,626
341,626
341,626
342,626
341,626
342,625
343,626
343,626
343,627
345,626
343,626
344,626
344,626
342,626
345,626
345,627
342,627
346,626
345,627
346,627
346,626
347,627
346,627
347,627
347,626
346,626
346,626
348,626
349,627
349,627
350,627
349,627
350,626
351,627
354,627
371,634
392,672
419,721
434,753
449,771
451,770
457,758
493,743
519,707
546,676
556,673
566,668
570,665
569,666
571,665
567,664
566,664
565,664
564,662
563,661
563,661
562,660
562,660
561,660
561,659
560,659
559,659
559,658
559,658
557,659
557,659
556,658
557,658
557,659
557,657
557,658
556,658
555,658
555,658
553,658
552,657
554,657
553,658
553,659
551,659
550,657
553,657
552,659
550,657
551,657
551,658
550,658
550,657
550,658
549,659
548,658
550,658
549,658
550,658
549,658
546,657
548,657
546,658
549,658
548,657
546,658
548,658
548,657
546,658
548,657
546,658
546,659
547,658
546,658
547,657
546,659
547,658
546,658
546,658
