index,middle
511,646
511,647
509,647
508,647
510,647
510,647
509,646
509,647
509,646
507,646
509,646
508,647
507,645
508,647
505,650
491,655
463,658
429,659
401,658
383,658
375,658
375,658
378,658
378,659
380,658
383,657
386,657
388,656
388,657
388,657
390,656
390,656
391,656
391,656
392,657
393,656
393,656
394,656
395,656
396,656
396,656
397,656
396,655
396,656
396,655
397,654
397,654
397,655
397,655
398,655
397,654
398,655
397,654
398,655
400,654
399,654
399,655
399,653
400,654
399,655
400,654
400,654
401,654
400,654
401,654
401,653
399,653
401,654
402,654
401,654
401,653
401,653
403,654
404,654
402,654
402,653
404,653
405,654
405,654
406,653
407,653
407,654
414,654
447,653
482,654
503,656
517,655
529,654
530,650
535,643
530,640
533,640
532,638
529,638
527,640
528,640
528,639
526,639
526,638
525,639
524,639
524,639
522,639
523,637
521,636
522,639
522,639
522,640
520,639
521,639
521,639
518,639
519,639
518,638
519,638
518,639
518,639
519,638
517,638
518,637
517,640
516,639
518,639
517,638
515,639
517,638
516,639
517,639
515,638
516,638
517,638
516,638
516,638
516,639
516,637
516,638
514,638
515,638
516,638
514,638
515,638
515,638
515,639
513,638
515,638
516,638
515,638
516,638
514,637
515,638
515,639
513,638
514,638
515,638
512,639
