index,middle
513,643
514,642
513,642
514,643
513,642
511,642
512,642
510,643
501,643
478,645
428,645
405,644
388,645
379,645
373,646
367,646
368,646
370,647
370,647
371,648
372,649
374,650
373,651
376,652
377,651
377,652
378,652
378,652
380,651
381,653
382,653
382,653
382,653
383,654
384,654
386,654
386,654
385,653
387,654
388,654
388,654
387,654
388,654
388,655
389,654
388,653
388,654
389,654
390,654
389,653
389,654
390,654
390,654
390,654
390,653
390,653
391,653
390,653
391,653
391,653
391,653
391,653
392,653
392,653
390,653
392,653
390,653
392,654
392,654
392,652
392,653
392,653
392,653
391,653
392,653
392,653
392,653
393,653
392,652
393,653
394,653
394,653
392,652
394,652
419,651
468,648
490,645
510,646
517,644
525,643
530,642
530,641
533,643
531,641
531,642
526,641
523,642
522,641
521,640
521,639
520,641
521,640
519,641
520,640
518,640
518,639
517,640
517,639
517,638
516,640
515,640
516,640
516,640
515,639
514,639
513,640
513,640
513,640
513,640
512,640
513,640
513,639
512,640
513,639
513,639
514,638
512,639
513,640
513,635
513,639
511,639
511,641
509,640
510,640
510,639
509,639
510,640
508,640
510,640
509,639
510,640
509,640
511,640
510,639
508,639
509,639
511,639
508,640
509,640
509,639
509,640
510,640
510,639
510,639
508,640
507,639
