index,middle
539,802
538,802
538,802
539,801
536,800
538,800
539,800
536,799
532,794
515,784
484,760
454,734
432,714
412,700
397,691
392,686
390,685
390,684
391,684
393,684
393,685
395,685
398,685
400,686
399,686
400,686
400,687
401,687
402,687
401,688
403,687
404,687
403,688
405,688
405,688
404,689
405,690
407,689
406,689
408,690
409,689
408,689
407,690
408,691
410,690
410,690
410,691
411,692
410,691
410,691
410,691
412,692
412,691
411,692
411,691
412,691
412,693
413,692
414,692
413,693
414,692
414,694
415,693
414,692
415,693
414,692
414,692
414,693
415,692
414,693
414,692
415,692
414,692
415,693
416,693
416,692
417,692
416,692
417,692
416,693
416,693
418,692
416,693
416,693
417,694
429,701
453,724
485,767
512,788
526,797
536,805
546,809
549,811
552,811
548,809
550,808
548,806
546,806
545,806
541,807
542,806
542,806
542,807
542,805
542,805
541,805
540,805
541,805
540,805
538,804
538,804
538,804
537,803
537,803
536,803
535,803
533,803
536,802
536,803
536,802
535,801
534,802
534,802
532,802
535,802
534,801
534,802
533,801
532,801
534,800
533,801
533,800
533,800
530,800
529,800
530,800
531,799
531,799
530,799
532,799
530,800
530,797
531,798
529,799
529,799
531,799
530,798
530,798
530,798
530,799
530,798
531,798
529,797
530,797
530,798
530,797
