index,middle
526,796
526,796
526,795
526,795
525,795
525,795
524,795
525,795
522,790
503,775
480,758
466,747
457,739
449,732
437,720
421,705
405,696
396,690
396,688
397,688
398,687
400,688
402,688
405,688
406,688
405,688
406,689
405,689
407,689
407,689
407,689
407,690
407,689
407,690
408,691
409,690
410,691
411,691
410,691
411,692
411,692
411,691
412,691
412,691
412,692
411,692
411,691
412,692
412,692
413,692
414,691
414,692
414,692
413,691
414,692
414,692
414,693
415,692
414,692
415,693
415,693
415,693
416,694
415,694
416,695
416,694
416,694
416,694
416,695
415,694
415,695
417,695
416,695
417,696
416,696
416,697
417,696
416,698
417,699
416,701
418,702
420,708
437,719
473,750
497,773
512,787
528,797
536,805
550,808
543,808
543,808
542,807
542,805
543,804
542,804
541,803
539,803
540,803
539,803
537,801
535,801
535,801
535,800
533,800
532,801
533,800
533,800
532,799
531,799
529,798
531,798
530,798
531,799
530,798
530,798
530,797
529,798
529,798
530,798
529,798
529,798
528,797
529,796
528,796
530,796
529,797
526,797
527,797
526,796
527,795
526,795
528,797
525,795
523,793
524,793
523,793
523,792
524,793
524,794
523,793
524,794
523,793
522,794
524,794
523,794
524,793
523,792
523,792
522,792
522,793
522,793
522,793
524,793
522,793
521,792
522,792
